Price,Score,Reviews_number,Experience,Status,Video_presentation,Photo,Adults,All,Children 1-3 years old,Children 4-5 years old,Children 6-7 years old,Pupils of 1-4 grades,Pupils of 10-11 grades,Pupils of 5-9 grades,Students
800,5.0,5,8,4,0,1,0,0,0,0,0,0,1,0,0
900,5.0,1,7,2,0,1,0,0,0,0,0,1,0,0,0
700,5.0,1,25,5,0,1,0,0,0,0,0,0,1,0,1
1350,5.0,7,21,4,0,1,1,0,0,0,0,0,1,0,1
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,5.0,3,9,4,0,1,0,0,1,1,1,0,1,0,1
800,5.0,1,9,4,0,1,1,0,0,0,0,0,1,0,1
900,5.0,2,15,2,0,1,1,0,0,0,1,0,1,0,1
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,5.0,1,10,4,0,1,0,0,0,0,0,0,1,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.9,5,26,4,0,0,1,0,0,0,0,0,1,0,1
1000,4.7,16,27,4,0,1,1,0,0,0,1,0,1,0,1
950,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,2,13,5,0,1,1,0,0,1,1,0,1,0,1
750,4.6,2,31,4,0,1,0,0,0,0,0,1,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.7,3,8,4,0,1,1,0,1,1,1,0,1,0,1
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,5.0,1,24,4,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,8,11,4,0,1,0,0,0,0,0,0,1,0,1
1000,5.0,3,9,4,0,1,1,0,0,0,0,0,1,0,1
600,5.0,1,26,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,5,10,4,0,1,1,0,0,0,0,0,1,0,0
1100,5.0,2,14,4,0,1,1,0,0,0,0,0,1,0,1
2000,5.0,1,26,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,9,36,2,0,1,0,0,0,0,0,0,1,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,5.0,5,33,2,0,1,0,0,0,0,0,0,1,0,0
1350,5.0,2,11,4,0,1,1,0,0,0,0,0,1,0,1
2400,5.0,1,25,6,0,1,1,0,0,0,0,0,1,0,1
2000,4.9,13,9,4,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,1,6,6,0,1,1,0,0,0,0,0,1,0,1
1500,5.0,6,11,2,0,1,0,0,0,0,0,0,1,0,0
1000,4.8,3,12,4,0,1,1,0,0,0,0,0,1,0,1
1300,4.7,3,26,4,0,1,1,0,0,0,0,0,1,0,1
1200,4.9,6,20,4,0,0,0,0,0,0,0,0,0,1,0
700,5.0,2,3,4,0,1,1,0,0,0,1,0,1,0,1
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,5.0,1,27,4,0,1,1,0,0,0,0,0,1,0,1
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,4.8,3,28,5,0,1,1,0,0,1,1,0,1,0,1
1100,5.0,10,33,5,0,1,1,0,0,0,0,0,1,0,1
1200,4.5,1,16,4,0,1,0,0,0,0,1,0,1,0,0
800,5.0,1,12,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,1,4,4,0,1,1,0,0,0,1,0,1,0,1
800,5.0,3,12,4,0,1,1,0,0,0,0,0,1,0,1
2400,5.0,12,9,2,0,1,0,0,0,0,0,0,1,0,0
1400,5.0,6,36,4,0,1,0,0,0,0,0,0,0,1,0
600,4.3,9,6,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,1,10,4,0,1,1,0,0,1,1,0,1,0,1
1800,5.0,3,9,4,0,1,1,0,0,1,1,0,1,0,1
500,4.8,3,11,4,0,1,1,0,0,0,0,0,1,0,1
500,4.9,3,10,4,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,4.9,4,26,2,0,1,0,0,0,0,0,1,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.8,9,4,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,4,15,4,0,1,1,0,0,0,0,0,0,0,0
1000,5.0,1,5,4,0,1,1,0,0,0,0,0,1,0,1
700,4.9,13,23,2,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,5.0,1,2,1,0,1,0,0,0,0,0,0,0,1,0
700,4.5,4,10,4,0,1,0,0,0,0,0,0,1,0,0
500,4.4,3,9,2,0,1,1,0,0,0,0,0,1,0,1
600,4.3,1,8,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,8,10,2,0,1,0,0,0,0,0,0,0,1,0
700,4.7,2,6,4,0,1,0,0,0,0,1,0,0,1,0
1000,5.0,6,12,4,0,1,1,0,0,1,1,0,1,0,1
800,4.7,3,20,4,0,1,0,0,0,1,1,0,0,1,0
1500,4.8,9,14,4,0,0,0,0,0,0,0,0,1,0,1
1500,5.0,1,26,4,0,0,1,0,0,0,0,0,1,0,1
700,4.3,1,4,1,0,1,0,0,0,0,0,0,1,0,1
1100,5.0,5,19,2,0,0,0,1,0,0,0,0,0,0,0
1350,5.0,3,13,4,0,1,0,0,1,1,1,1,0,0,0
1200,5.0,1,17,6,0,1,1,0,0,0,1,0,1,0,1
400,4.9,22,19,4,0,0,0,0,0,0,0,0,1,0,0
500,5.0,1,8,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.9,24,28,2,0,0,0,0,0,0,0,0,1,0,0
600,4.7,3,4,1,0,1,0,0,0,0,0,0,0,1,0
1200,5.0,3,22,4,0,1,1,0,0,0,0,0,1,0,1
1200,5.0,1,20,2,0,1,0,0,0,0,0,0,1,0,1
1500,4.9,6,19,4,0,1,1,0,0,0,0,0,1,0,0
1000,4.8,3,8,4,0,1,0,0,0,0,0,0,1,0,1
1500,4.9,3,18,4,0,0,1,0,0,1,1,0,1,0,1
1000,4.9,6,12,4,0,1,1,0,1,1,1,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,3,7,4,0,1,0,0,0,0,0,0,0,1,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,5.0,13,17,5,0,0,0,1,0,0,0,0,0,0,0
700,5.0,1,15,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,4,23,4,0,1,1,0,1,1,1,0,1,0,0
1350,5.0,1,25,4,0,1,1,0,0,0,0,0,1,0,1
1500,5.0,4,2,1,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,5,5,1,0,1,1,0,0,0,0,0,1,0,1
1350,4.9,17,20,5,0,1,1,0,0,0,0,0,1,0,1
1800,5.0,5,33,2,0,1,0,0,0,0,0,1,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,5.0,2,8,4,0,1,1,0,0,0,0,0,1,0,1
900,4.9,3,8,4,0,1,0,0,0,1,1,0,1,0,0
600,5.0,14,20,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,1,43,4,0,1,0,0,0,0,0,0,1,0,0
500,5.0,6,53,4,0,1,1,0,0,0,0,0,1,0,1
1800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,1,4,4,0,1,0,0,0,0,0,0,1,0,0
350,4.8,1,4,4,0,1,0,0,0,0,0,0,1,0,0
700,4.6,2,3,2,0,1,0,0,0,0,0,0,0,1,0
1100,5.0,1,4,1,0,1,0,0,0,0,0,0,1,0,1
300,5.0,3,5,4,0,1,1,0,0,0,1,0,1,0,1
750,4.9,15,16,4,0,1,0,0,0,0,0,0,0,1,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,5.0,2,20,4,0,1,1,0,0,0,0,0,1,0,1
950,4.7,2,7,4,0,1,1,0,1,1,1,0,1,0,1
700,5.0,1,11,3,0,1,0,0,0,0,0,0,1,0,1
1500,4.7,2,10,4,0,0,1,0,0,1,1,0,1,0,1
1000,4.9,13,24,4,0,0,0,0,0,1,1,0,0,1,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.8,1,42,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,1,21,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,1,11,4,0,1,0,0,0,0,0,0,1,0,1
900,5.0,1,4,4,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.9,6,11,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,2,14,4,0,1,1,0,0,0,0,0,1,0,1
900,5.0,1,4,4,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,7,19,5,0,1,0,0,0,0,0,0,1,0,0
1000,4.9,19,26,4,0,0,0,1,0,0,0,0,0,0,0
1800,5.0,2,25,4,0,1,1,0,0,0,0,0,1,0,1
800,4.8,7,13,4,0,1,0,0,1,1,1,0,1,0,0
750,4.1,2,5,6,0,0,1,0,0,1,1,0,1,0,1
1200,4.6,7,36,5,0,1,0,0,0,0,0,0,1,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,5.0,3,17,4,0,1,1,0,0,0,0,0,1,0,1
2500,5.0,3,10,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,2,11,5,0,1,1,0,0,0,1,0,1,0,1
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,14,16,5,0,1,1,0,1,1,1,0,1,0,1
1500,5.0,4,23,4,0,1,1,0,0,1,1,0,1,0,1
800,5.0,6,9,4,0,0,0,0,0,0,0,0,1,0,0
900,5.0,2,9,4,0,1,1,0,0,0,0,0,1,0,1
1500,4.8,3,14,2,0,1,1,0,0,1,1,0,1,0,1
2000,5.0,1,12,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,4,11,4,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,1,10,4,0,1,0,0,0,0,0,0,0,1,0
1500,4.8,6,29,4,0,1,1,0,0,0,0,0,1,0,1
400,4.9,3,6,4,0,1,1,0,0,0,1,0,1,0,1
550,5.0,1,2,1,0,1,0,0,0,0,0,0,0,1,0
600,4.3,1,6,4,0,1,0,0,0,0,0,1,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.9,9,11,4,0,0,1,0,0,0,0,0,1,0,1
700,5.0,9,13,4,0,0,0,0,0,0,0,0,0,1,0
350,4.3,1,2,1,0,1,0,0,0,0,1,0,1,0,1
1000,4.7,3,19,2,0,1,1,0,0,0,0,0,1,0,1
800,5.0,1,2,1,0,1,0,0,0,0,0,0,0,1,0
1000,5.0,1,20,4,0,1,1,0,0,0,1,0,1,0,1
500,4.4,4,12,4,0,1,1,0,0,1,1,0,1,0,1
800,5.0,8,27,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.9,2,4,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,4,16,4,0,1,1,0,0,0,1,0,1,0,1
600,5.0,3,12,4,0,1,1,0,0,1,1,0,1,0,1
600,5.0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1000,5.0,1,12,4,0,1,0,0,0,0,0,0,1,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,1,8,4,0,1,1,0,0,0,0,0,1,0,1
600,5.0,4,12,4,0,0,0,1,0,0,0,0,0,0,0
3600,5.0,1,16,4,0,1,1,0,0,0,0,0,0,0,1
4000,4.8,3,32,4,0,1,1,0,0,0,0,0,1,0,1
800,4.9,8,10,4,0,1,0,0,0,0,0,0,1,0,1
800,5.0,3,4,1,0,1,0,0,1,1,1,0,1,0,1
2000,5.0,2,12,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.7,4,9,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.6,10,10,2,0,1,1,0,0,0,0,0,1,0,1
1200,5.0,2,21,4,0,1,0,0,0,0,0,1,0,0,0
800,4.9,7,17,4,0,1,0,0,0,0,0,0,0,1,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,2,45,4,0,0,0,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,5.0,1,8,4,0,1,1,0,1,1,1,0,1,0,1
1350,5.0,7,18,5,0,1,1,0,0,0,0,0,1,0,0
1700,5.0,1,15,4,0,1,0,0,0,0,0,0,1,0,0
500,5.0,9,14,4,0,1,1,0,0,0,0,0,1,0,1
1600,4.9,6,41,5,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,1,32,4,0,1,1,0,0,1,1,0,1,0,1
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,13,15,2,0,1,0,0,0,0,0,0,1,0,0
1500,4.8,2,18,4,0,1,1,0,0,0,0,0,1,0,1
1000,3.6,1,18,6,0,1,1,0,0,0,0,0,1,0,1
700,5.0,2,3,4,0,1,0,0,0,0,0,0,1,0,0
1000,4.7,5,18,4,0,1,1,0,0,1,1,0,1,0,1
1000,4.7,5,16,4,0,1,1,0,0,0,0,0,1,0,1
1200,5.0,3,21,2,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,4,8,4,0,1,0,0,0,0,0,0,1,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,3,12,4,0,1,0,0,0,0,0,0,1,0,0
600,5.0,1,3,1,0,1,0,0,0,0,0,0,0,1,0
1000,4.9,3,22,5,0,1,0,0,0,0,0,0,1,0,1
500,5.0,2,13,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,6,26,5,0,1,1,0,0,0,0,0,1,0,1
700,4.9,7,7,4,0,1,0,0,0,0,0,0,1,0,1
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,4,12,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,6,16,5,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,5,10,4,0,0,0,1,0,0,0,0,0,0,0
800,5.0,4,27,4,0,1,0,0,0,0,0,0,1,0,1
1200,4.9,17,17,4,0,0,1,0,1,1,1,1,0,0,0
1200,5.0,1,28,4,0,1,1,0,0,1,1,0,1,0,1
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,3,8,5,0,0,0,1,0,0,0,0,0,0,0
550,5.0,1,21,5,0,1,1,0,0,0,0,0,1,0,1
1500,5.0,1,9,2,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,2,8,4,0,1,0,0,0,0,0,0,1,0,1
700,4.9,13,22,2,0,0,0,1,0,0,0,0,0,0,0
1200,5.0,2,14,4,0,0,1,0,1,1,1,0,1,0,1
1500,4.7,3,9,4,0,1,1,0,0,0,0,0,0,0,1
1000,5.0,5,11,4,0,1,0,0,0,0,0,0,1,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,17,15,2,0,0,0,0,0,0,0,0,1,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,1,9,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.5,5,14,2,0,0,0,0,0,0,0,0,0,1,0
1400,5.0,2,11,4,0,1,1,0,0,0,0,0,1,0,1
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,5.0,3,22,4,0,0,0,1,0,0,0,0,0,0,0
400,5.0,4,9,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,8,31,5,0,1,1,0,0,0,0,0,1,0,1
1100,5.0,3,8,4,0,1,0,0,0,0,1,0,0,1,0
1300,4.6,2,7,5,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,2,12,4,0,1,0,0,0,0,0,0,1,0,1
800,5.0,1,10,4,0,1,1,0,0,0,1,0,1,0,1
1150,4.7,2,16,2,0,1,0,0,0,0,0,0,1,0,0
1700,5.0,1,9,6,0,1,1,0,1,1,1,0,1,0,1
3000,5.0,1,22,4,0,1,1,0,1,1,1,0,1,0,1
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,5.0,4,15,2,0,1,1,0,0,0,0,0,1,0,1
1200,4.8,5,11,4,0,1,0,0,0,0,0,0,1,0,0
500,5.0,8,31,4,0,1,0,0,0,0,0,0,1,0,1
1350,4.9,11,13,4,0,1,0,0,1,1,1,0,0,1,0
950,5.0,1,11,5,0,1,1,0,0,0,0,0,1,0,1
500,5.0,2,3,1,0,1,1,0,0,1,1,0,1,0,1
1500,4.9,3,16,5,0,1,1,0,0,0,0,0,1,0,1
1500,4.9,19,18,4,0,1,1,0,0,0,0,0,1,0,1
500,5.0,2,6,4,0,0,0,1,0,0,0,0,0,0,0
800,5.0,1,4,1,0,1,1,0,0,1,1,0,1,0,1
1000,5.0,7,22,5,0,0,0,0,0,0,0,0,1,0,1
500,5.0,4,5,4,0,1,0,0,0,0,0,0,1,0,0
2000,5.0,2,19,2,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,1,15,4,0,1,0,0,1,1,1,0,1,0,0
500,5.0,1,2,1,0,1,0,0,0,0,1,0,0,1,0
750,5.0,1,4,1,0,1,0,0,0,0,0,0,0,1,0
500,5.0,2,7,4,0,1,1,0,0,1,1,0,0,1,0
900,5.0,2,31,4,0,1,0,0,0,0,1,1,0,0,0
1350,4.9,6,14,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,2,2,1,0,1,0,0,1,1,1,1,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.7,4,9,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,3,9,4,0,1,1,0,0,0,1,0,1,0,1
800,5.0,1,4,4,0,1,0,0,0,0,0,0,1,0,0
1200,5.0,2,12,2,0,1,1,0,0,0,1,0,1,0,1
900,5.0,1,10,4,0,1,1,0,0,0,0,0,0,1,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,5.0,1,5,4,0,1,0,0,0,1,1,0,1,0,0
950,4.9,36,30,4,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,5.0,2,39,4,0,1,1,0,0,0,0,0,1,0,1
1200,5.0,1,11,2,0,0,0,1,0,0,0,0,0,0,0
800,4.8,13,38,4,0,0,1,0,0,0,0,0,1,0,1
1500,4.3,1,17,4,0,1,1,0,0,1,1,0,1,0,1
1500,4.8,21,31,4,0,0,1,0,0,1,1,0,1,0,1
1350,5.0,2,9,2,0,1,0,0,0,1,1,1,0,0,0
500,5.0,1,6,1,0,1,0,0,0,0,0,0,0,1,0
1000,4.9,13,16,4,0,1,1,0,0,1,1,0,0,1,1
500,4.3,2,8,4,0,1,0,0,0,0,0,0,1,0,0
1350,5.0,2,23,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,3,7,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,1,2,1,0,1,0,0,0,0,0,0,1,0,0
800,4.8,1,17,4,0,1,1,0,0,1,1,0,1,0,1
1000,4.9,6,18,4,0,0,1,0,0,0,0,0,1,0,1
700,5.0,1,3,1,0,1,1,0,0,0,0,0,1,0,1
1000,4.9,11,10,4,0,1,0,0,0,0,0,0,1,0,0
800,5.0,6,18,2,0,0,0,0,0,0,0,0,1,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,5.0,1,8,4,0,1,0,0,0,0,0,0,1,0,1
800,5.0,1,12,5,0,1,0,0,0,0,0,0,1,0,0
1350,5.0,1,10,4,0,1,0,0,0,0,0,0,1,0,0
2300,5.0,1,27,4,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,5,9,4,0,1,1,0,0,0,0,0,1,0,1
450,5.0,3,8,4,0,1,1,0,0,0,1,0,1,0,1
2000,5.0,5,17,5,0,1,0,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,5.0,9,8,4,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,1,12,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,1,5,1,0,1,0,0,0,0,0,0,0,1,0
1000,5.0,1,34,4,0,1,1,0,0,1,1,0,1,0,1
800,5.0,1,3,1,0,1,0,0,0,0,0,1,0,0,0
500,5.0,3,18,4,0,0,0,0,0,0,0,0,1,0,1
900,5.0,3,38,4,0,1,0,0,0,0,0,0,1,0,0
1750,4.9,5,33,4,0,0,0,1,0,0,0,0,0,0,0
800,4.3,1,2,4,0,1,0,0,0,0,1,0,0,1,0
1800,5.0,3,10,4,0,1,0,0,0,1,1,0,1,0,1
1350,5.0,4,43,5,0,0,0,0,0,0,0,0,1,0,1
900,5.0,7,6,4,0,1,0,0,0,0,0,0,1,0,0
600,5.0,2,31,4,0,1,0,0,0,0,0,1,0,0,0
1000,5.0,1,18,4,0,1,1,0,1,1,1,0,1,0,1
700,5.0,1,6,4,0,0,0,1,0,0,0,0,0,0,0
2250,5.0,1,21,4,0,1,1,0,0,0,0,0,1,0,1
1350,5.0,1,9,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,1,4,4,0,0,0,1,0,0,0,0,0,0,0
500,5.0,1,36,4,0,1,1,0,0,0,0,0,1,0,1
700,4.9,11,13,2,0,1,1,0,0,1,1,0,1,0,0
600,5.0,1,9,4,0,1,1,0,1,1,1,0,1,0,1
1000,4.9,10,14,4,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,2,16,4,0,0,0,1,0,0,0,0,0,0,0
1700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1150,5.0,1,13,5,0,1,0,0,0,0,0,0,1,0,1
1000,5.0,5,15,5,0,1,1,0,0,0,0,0,1,0,1
1350,5.0,1,5,1,0,1,0,0,0,0,0,0,1,0,0
450,4.8,3,9,4,0,1,0,0,0,0,0,0,1,0,1
1000,5.0,3,15,4,0,1,1,0,0,0,0,0,1,0,1
1500,5.0,1,8,4,0,1,1,0,1,1,1,0,1,0,1
2000,5.0,2,17,4,0,1,1,0,0,0,1,0,1,0,1
1700,5.0,8,11,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,8,16,2,0,1,1,0,0,0,0,0,1,0,1
1200,5.0,5,15,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,6,36,5,0,1,1,0,0,0,0,0,1,0,1
700,4.6,2,5,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.9,3,26,4,0,0,0,1,0,0,0,0,0,0,0
1150,5.0,9,20,4,0,1,1,0,0,0,0,0,1,0,0
1000,5.0,11,21,4,0,0,0,0,0,0,0,0,1,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,5.0,4,8,4,0,1,1,0,0,0,1,0,1,0,1
1800,5.0,8,14,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,2,33,4,0,1,1,0,0,0,0,0,1,0,1
1600,5.0,1,29,4,0,1,1,0,1,1,1,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.7,7,11,4,0,1,1,0,0,0,0,0,1,0,1
700,5.0,4,9,4,0,1,1,0,0,0,0,0,1,0,0
1000,5.0,1,6,4,0,1,0,0,1,1,1,0,0,1,0
1000,4.9,7,53,4,0,1,1,0,0,1,1,0,1,0,1
750,5.0,1,16,4,0,1,1,0,0,0,0,0,1,0,1
1000,5.0,5,15,4,0,1,1,0,0,0,1,0,1,0,1
500,4.9,5,8,4,0,1,1,0,0,0,1,0,1,0,1
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,5.0,8,13,4,0,1,1,0,0,0,0,0,1,0,0
1000,4.9,8,9,4,0,1,0,0,0,0,0,0,1,0,1
1100,5.0,6,5,1,0,1,1,0,0,1,1,0,1,0,1
1350,5.0,2,12,6,0,1,1,0,0,1,1,0,1,0,1
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,1,10,4,0,1,1,0,0,1,1,0,1,0,1
1000,5.0,4,22,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,1,4,1,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,1,9,4,0,1,1,0,0,0,0,0,1,0,1
700,4.8,4,12,4,0,1,1,0,0,0,0,0,1,0,1
750,5.0,1,10,4,0,1,0,0,0,1,1,0,0,0,0
800,5.0,3,14,4,0,1,1,0,0,0,1,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.8,6,10,6,0,1,1,0,0,1,1,0,1,0,1
2000,5.0,4,15,4,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.7,4,25,2,0,1,0,0,0,0,0,1,0,0,0
500,5.0,1,4,4,0,1,0,0,0,0,0,0,1,0,0
1200,4.9,5,22,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,7,12,6,0,1,1,0,0,0,0,0,1,0,1
950,4.8,11,8,4,0,1,1,0,0,0,0,1,1,0,1
1000,5.0,1,2,1,0,1,1,0,0,0,0,0,1,0,1
400,4.9,3,4,4,0,1,0,0,0,0,0,0,0,1,0
1200,4.8,7,10,5,0,1,1,0,0,0,0,0,1,0,1
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,5.0,2,12,2,0,1,0,0,0,0,0,0,1,0,0
1500,5.0,1,10,4,0,1,1,0,0,0,1,0,1,0,0
950,4.7,1,5,4,0,1,1,0,0,1,1,0,1,0,1
500,5.0,3,42,2,0,1,0,0,0,0,0,0,1,0,0
1500,4.7,7,14,2,0,1,1,0,0,0,1,0,1,0,1
1000,5.0,4,4,4,0,1,0,0,0,0,0,0,1,0,0
700,4.9,5,24,4,0,1,0,0,0,0,0,0,0,1,0
1200,4.7,8,14,4,0,0,0,1,0,0,0,0,0,0,0
600,5.0,4,17,4,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,2,21,4,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,5.0,2,6,4,0,1,0,0,0,0,0,0,1,0,1
1000,4.8,4,7,4,0,1,0,0,0,0,0,0,0,1,0
1000,5.0,1,31,5,0,0,1,0,0,1,1,0,1,0,1
